# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (CODON_CHANGE_PLUS_CODON_DELETION)	Count (CODON_CHANGE_PLUS_CODON_INSERTION)	Count (CODON_DELETION)	Count (CODON_INSERTION)	Count (DOWNSTREAM)	Count (EXON)	Count (FRAME_SHIFT)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (NON_SYNONYMOUS_START)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
TTLL7	TTLL7	mRNA	0	0	5000	0	0	3648	12	0	129777	12	0	126129	0	0	0	0	0	40	0	0	40	0	0	5000	1	0	588	0	0	396	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0
TTLL9	TTLL9	mRNA	0	0	5000	2	0	1607	12	0	72354	10	0	70747	0	0	0	0	0	28	0	0	28	0	0	5000	0	0	34	0	0	253	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0
TTN	TTN	mRNA	3	0	10001	84	0	116854	85	0	281434	68	0	164580	0	0	0	0	0	726	0	0	724	0	0	5000	1	0	2198	0	0	225	0	0	0	0	3	0	0	68	60	0	0	0	0	0	0	24	0	0	0	1	0
TTN-AS1	TTN-AS1	Non-coding_transcript	4	0	10000	1	0	6390	0	0	97391	0	0	91001	0	0	0	0	0	42	0	0	40	0	0	5364	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTPA	TTPA	mRNA	0	0	5000	9	0	2632	14	0	26565	4	0	23933	1	0	0	0	0	8	0	0	8	0	0	5000	0	0	1763	0	0	32	0	0	0	0	0	0	0	4	3	0	0	0	1	1	0	5	0	0	0	0	0
TTPAL	TTPAL	mRNA	0	0	5000	1	0	6236	1	0	18719	0	0	12483	0	0	0	0	0	10	0	0	12	0	0	5000	0	0	5062	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TTR	TTR	mRNA	0	0	5000	94	0	928	94	0	7257	0	0	6329	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	348	0	0	136	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1	TTTY1	Non-coding_transcript	0	0	5000	0	0	910	0	0	21134	0	0	20224	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1.2	TTTY1	Non-coding_transcript	0	0	5000	0	0	910	0	0	21134	0	0	20224	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY10	TTTY10	Non-coding_transcript	0	0	5000	0	0	1628	0	0	53561	0	0	51933	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY11	TTTY11	Non-coding_transcript	0	0	5000	0	0	829	0	0	34065	0	0	33236	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY12	TTTY12	Non-coding_transcript	0	0	5000	0	0	978	0	0	5759	0	0	4781	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY13	TTTY13	Non-coding_transcript	0	0	5000	0	0	659	0	0	11067	0	0	10408	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY14	TTTY14	Non-coding_transcript	0	0	5000	0	0	515	4	0	144718	4	0	144203	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY15	TTTY15	Non-coding_transcript	0	0	5000	0	0	5242	0	0	29856	0	0	24614	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY16	TTTY16	Non-coding_transcript	0	0	5000	0	0	192	0	0	1891	0	0	1699	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17A	TTTY17A	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17A.2	TTTY17A	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17A.3	TTTY17A	Non-coding_transcript	0	0	5000	0	0	166	0	0	1131	0	0	965	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17B	TTTY17B	Non-coding_transcript	0	0	5000	0	0	166	0	0	1131	0	0	965	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17B.2	TTTY17B	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17B.3	TTTY17B	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C	TTTY17C	Non-coding_transcript	0	0	5000	0	0	166	0	0	1131	0	0	965	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C.2	TTTY17C	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY17C.3	TTTY17C	Non-coding_transcript	0	0	5000	0	0	166	0	0	1132	0	0	966	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY18	TTTY18	Non-coding_transcript	0	0	5000	0	0	221	0	0	509	0	0	288	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY19	TTTY19	Non-coding_transcript	0	0	5000	0	0	269	0	0	812	0	0	543	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B	TTTY1B	Non-coding_transcript	0	0	5000	0	0	940	0	0	21164	0	0	20224	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1B.2	TTTY1B	Non-coding_transcript	0	0	5000	0	0	940	0	0	21164	0	0	20224	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2	TTTY2	Non-coding_transcript	0	0	5000	0	0	1633	0	0	22201	0	0	20568	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2.2	TTTY2	Non-coding_transcript	0	0	5000	0	0	1633	0	0	22191	0	0	20558	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY20	TTTY20	Non-coding_transcript	0	0	5000	0	0	259	0	0	4953	0	0	4694	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21	TTTY21	Non-coding_transcript	0	0	5000	0	0	307	0	0	3644	0	0	3337	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21.2	TTTY21	Non-coding_transcript	0	0	5000	0	0	307	0	0	3644	0	0	3337	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21B	TTTY21B	Non-coding_transcript	0	0	5000	0	0	307	0	0	3644	0	0	3337	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY21B.2	TTTY21B	Non-coding_transcript	0	0	5000	0	0	307	0	0	3644	0	0	3337	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY22	TTTY22	Non-coding_transcript	0	0	5000	1	0	427	1	0	12093	0	0	11666	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23	TTTY23	Non-coding_transcript	0	0	5000	0	0	512	0	0	1165	0	0	653	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23.2	TTTY23	Non-coding_transcript	0	0	5000	0	0	512	0	0	1165	0	0	653	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23B	TTTY23B	Non-coding_transcript	0	0	5000	0	0	512	0	0	1165	0	0	653	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY23B.2	TTTY23B	Non-coding_transcript	0	0	5000	0	0	512	0	0	1165	0	0	653	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2B	TTTY2B	Non-coding_transcript	0	0	5000	0	0	1633	0	0	22201	0	0	20568	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY2B.2	TTTY2B	Non-coding_transcript	0	0	5000	0	0	1633	0	0	22191	0	0	20558	0	0	0	0	0	14	0	0	14	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3	TTTY3	Non-coding_transcript	0	0	5000	0	0	344	0	0	4896	0	0	4552	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3.2	TTTY3	Non-coding_transcript	0	0	5000	0	0	344	0	0	4899	0	0	4555	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3B	TTTY3B	Non-coding_transcript	0	0	5000	0	0	344	0	0	4896	0	0	4552	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY3B.2	TTTY3B	Non-coding_transcript	0	0	5000	0	0	344	0	0	4899	0	0	4555	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4	TTTY4	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36830	0	0	35484	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4.2	TTTY4	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36824	0	0	35478	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4.3	TTTY4	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36810	0	0	35464	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4B	TTTY4B	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36824	0	0	35478	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4B.2	TTTY4B	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36830	0	0	35484	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4B.3	TTTY4B	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36810	0	0	35464	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4C	TTTY4C	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36810	0	0	35464	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4C.2	TTTY4C	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36824	0	0	35478	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY4C.3	TTTY4C	Non-coding_transcript	0	0	5000	0	0	1346	0	0	36830	0	0	35484	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY5	TTTY5	Non-coding_transcript	0	0	5000	0	0	1562	0	0	2079	0	0	517	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6	TTTY6	Non-coding_transcript	0	0	5000	0	0	492	0	0	1867	0	0	1375	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6.2	TTTY6	Non-coding_transcript	0	0	5000	0	0	492	0	0	1867	0	0	1375	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6B	TTTY6B	Non-coding_transcript	0	0	5000	0	0	473	0	0	1848	0	0	1375	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6B.2	TTTY6B	Non-coding_transcript	0	0	5000	0	0	473	0	0	1848	0	0	1375	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7	TTTY7	Non-coding_transcript	0	0	5000	0	0	1367	0	0	8439	0	0	7072	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7.2	TTTY7	Non-coding_transcript	0	0	5000	0	0	1367	0	0	8439	0	0	7072	0	0	0	0	0	12	0	0	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B	TTTY7B	Non-coding_transcript	0	0	5000	0	0	1111	0	0	8439	0	0	7328	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY7B.2	TTTY7B	Non-coding_transcript	0	0	5000	0	0	1111	0	0	8439	0	0	7328	0	0	0	0	0	10	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8	TTTY8	Non-coding_transcript	0	0	5000	0	0	531	0	0	2600	0	0	2069	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8.2	TTTY8	Non-coding_transcript	0	0	5000	0	0	531	0	0	2600	0	0	2069	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B	TTTY8B	Non-coding_transcript	0	0	5000	0	0	531	0	0	2600	0	0	2069	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY8B.2	TTTY8B	Non-coding_transcript	0	0	5000	0	0	531	0	0	2600	0	0	2069	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9A	TTTY9A	Non-coding_transcript	0	0	5000	0	0	1637	0	0	9316	0	0	7679	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9A.2	TTTY9A	Non-coding_transcript	0	0	5000	0	0	1637	0	0	9316	0	0	7679	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9B	TTTY9B	Non-coding_transcript	0	0	5000	0	0	1637	0	0	9316	0	0	7679	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY9B.2	TTTY9B	Non-coding_transcript	0	0	5000	0	0	1637	0	0	9316	0	0	7679	0	0	0	0	0	8	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTYH1	TTYH1	mRNA	0	0	5000	0	0	1907	9	0	21295	9	0	19388	0	0	0	0	0	28	0	0	26	2	0	5000	0	0	429	0	0	122	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0
TTYH2	TTYH2	mRNA	1	0	5000	7	0	4090	31	0	48462	24	0	44372	0	0	0	0	0	26	0	0	26	2	0	10000	0	0	1809	1	0	835	0	0	0	0	1	0	0	24	4	0	0	0	0	0	0	3	0	0	2	0	1
TTYH3	TTYH3	mRNA	0	0	5000	0	0	4822	8	0	32834	8	0	28012	0	0	0	0	0	26	0	0	26	0	0	5000	0	0	3063	0	0	187	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
TUB	TUB	mRNA	0	0	5000	0	0	6602	21	0	67475	21	0	60873	0	0	0	0	0	24	0	0	26	0	0	10000	0	0	4488	0	0	390	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBA1A	TUBA1A	mRNA	0	0	5000	29	0	2476	31	0	4530	2	0	2054	0	0	0	0	0	6	0	0	10	0	0	5000	0	0	215	2	0	1007	0	0	0	0	0	0	0	2	20	0	0	0	0	3	0	6	0	0	0	0	2
TUBA1B	TUBA1B	mRNA	1	0	5000	2	0	1751	8	0	3738	5	0	1987	0	0	0	0	0	6	0	0	6	0	0	5000	1	0	174	0	0	221	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0
TUBA1C	TUBA1C	mRNA	0	0	5000	1	0	1553	2	0	8249	0	0	6696	0	0	0	0	0	6	0	0	6	1	0	5000	1	0	103	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
TUBA3C	TUBA3C	mRNA	11	0	5000	0	0	1551	3	0	8083	3	0	6532	0	0	0	0	0	8	0	0	8	1	0	5000	0	0	93	0	0	105	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
TUBA3D	TUBA3D	mRNA	0	0	5000	1	0	1632	0	0	6928	0	0	5296	0	0	0	0	0	8	0	0	8	3	0	5000	0	0	86	0	0	193	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
TUBA3E	TUBA3E	mRNA	0	0	5000	12	0	1540	1	0	6717	5	0	5177	0	0	0	0	0	8	0	0	8	1	0	5000	0	0	86	0	0	101	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	6	0	0	1	0	0
TUBA3FP	TUBA3FP	Non-coding_transcript	0	0	5000	3	0	1960	9	0	6081	7	0	4121	0	0	0	1	0	4	0	0	4	4	0	5000	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	1	0	0	0	0	0	0	0	4	0	0
TUBA4A	TUBA4A	mRNA	2	0	5000	0	0	1478	1	0	3638	2	0	2160	0	0	0	0	0	6	0	0	6	1	0	5000	0	0	73	0	0	58	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
TUBA4B	TUBA4B	Non-coding_transcript	0	0	5000	4	0	1380	6	0	18946	3	0	17566	0	0	0	0	0	6	0	0	6	1	0	5000	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
TUBA8	TUBA8	mRNA	0	0	5000	0	0	2124	2	0	21046	2	0	18922	0	0	0	0	0	8	0	0	10	0	0	5000	0	0	595	0	0	374	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBAL3	TUBAL3	mRNA	0	0	5000	4	0	1798	6	0	11733	3	0	9935	0	0	0	0	0	8	0	0	6	3	0	5000	0	0	419	0	0	38	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	3	0	0
TUBB	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.2	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.3	TUBB	mRNA	0	0	5000	0	0	2484	0	0	5040	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1022	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.4	TUBB	mRNA	0	0	5000	1	0	2483	3	0	5039	2	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
TUBB.5	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.6	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.7	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB.8	TUBB	mRNA	0	0	5000	0	0	2483	0	0	5039	0	0	2556	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1021	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB1	TUBB1	mRNA	1	0	5000	4	0	3496	4	0	7401	1	0	3905	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1871	1	0	269	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	1
TUBB2A	TUBB2A	mRNA	0	0	5000	1	0	1619	0	0	3882	0	0	2263	0	0	0	0	0	6	0	0	6	2	0	5000	1	0	195	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0
TUBB2B	TUBB2B	mRNA	0	0	5000	9	0	2019	10	0	3474	0	0	1455	0	0	0	0	0	6	0	0	6	0	0	5000	1	0	490	0	0	191	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	1	0
TUBB3	TUBB3	mRNA	2	0	5000	13	0	2006	20	0	14089	6	0	12083	0	0	0	0	0	6	0	0	8	53	0	6270	1	0	293	1	0	519	0	0	0	0	2	0	0	6	13	0	0	0	0	0	0	0	0	0	53	1	1
TUBB4A	TUBB4A	mRNA	0	0	5000	2	0	2287	6	0	8001	3	0	5714	0	0	0	0	0	6	0	0	6	0	0	5000	1	0	845	0	0	107	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0
TUBB4B	TUBB4B	mRNA	3	0	5000	0	0	1591	0	0	2449	1	0	858	0	0	0	0	0	6	0	0	6	3	0	5000	0	0	151	0	0	102	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
